name,url,country,location,qs_ranking_preview,the_ranking_preview,arwu_ranking_preview,bachelor_from,bachelor_to,master_from,master_to,doctorate_from,doctorate_to,location_full,establishment_year,total_students,international_students,female_students,acceptance_rate,qs_rating,the_rating,rating_usa,iso3_code,country_name,iso2_code,gdp,unemployment_rate,school_enrollment_tert,adult_literacy_rate,heritage_year,economic_freedom_score
Hokkaido University,https://www.unipage.net/en/234/hokkaido_university,JP,"Japan,Sapporo",173.0,351.0,,"3,746","3,746","3,746","3,746",,,"Sapporo, Japan",1876.0,"17,540","1,885",30%,10%,#173,#376,,JPN,Japan,JP,4026210821146.81,2.563,64.8912200927734,,2025.0,70.2
University of Rochester,https://www.unipage.net/en/122/university_of_rochester,US,"United States,Rochester",236.0,,201.0,"61,661","61,661","32,991","32,991",,,"Rochester, United States",1850.0,"11,999","3,775",,39%,,,,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
Royal Institute of Technology,https://www.unipage.net/en/108/royal_institute_of_technology,SE,"Sweden,Stockholm",74.0,95.0,201.0,"12,363","13,579","8,664","49,719",,,"Stockholm, Sweden",1827.0,"13,329",,34%,50%,#74,#95,,SWE,Sweden,SE,610117791237.089,8.528,81.3998184204102,,2025.0,77.9
Karlsruhe Institute of Technology,https://www.unipage.net/en/617/karlsruhe_institute_of_technology,DE,"Germany,Heilbronn",102.0,166.0,301.0,"15,820","19,617","3,390","24,408",,,"Heilbronn, Germany",1825.0,"27,255","5,996",29%,30%,#102,#166,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
Louvain Catholic University,https://www.unipage.net/en/427/louvain_catholic_university,BE,"Belgium,Louvain-la-Neuve",203.0,175.0,201.0,"4,689","4,689","4,689","4,689",,,"Louvain-la-Neuve, Belgium",1425.0,"30,957","6,191",54%,,#203,#175,,BEL,Belgium,BE,664564181486.953,5.488,82.1475601196289,,2025.0,69.0
University of Vienna,https://www.unipage.net/en/100/university_of_vienna,AT,"Austria,Vienna",137.0,110.0,101.0,"1,695","1,695","1,643","16,611",,,"Vienna, Austria",1365.0,"33,547","9,058",66%,,#137,#110,,AUT,Austria,AT,521642466921.745,5.439,91.6818237304688,,2025.0,69.7
University of York,https://www.unipage.net/en/10271/university_of_york,GB,"United Kingdom,York",184.0,146.0,301.0,"23,688","262,166","4,025","72,453",0,"36,942","York, United Kingdom",1963.0,"17,100","3,640",57%,,#184,#146,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Korea University,https://www.unipage.net/en/237/korea_university,KR,"South Korea,Seoul",67.0,189.0,201.0,"8,899","8,899",7,"12,306",,,"Seoul, South Korea",1905.0,"22,965","5,052",46%,,#67,#189,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
Yonsei University,https://www.unipage.net/en/238/yonsei_university,KR,"South Korea,Seoul",56.0,102.0,201.0,"10,457","12,914","9,570","10,457","4,731","10,948","Seoul, South Korea",1885.0,"17,744","3,904",49%,,#56,#102,,KOR,"Korea, Rep.",KR,1712792854202.37,2.604,106.709167480469,97.9700012207031,,
University of Arizona,https://www.unipage.net/en/414/university_of_arizona,US,"United States,Tucson",293.0,136.0,151.0,500,"76,800","12,600","67,200","15,000","34,000","Tucson, United States",1885.0,"48,631","4,865",53%,87%,#293,#136,#68,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
University of Bonn,https://www.unipage.net/en/447/university_of_bonn,DE,"Germany,Bonn",227.0,89.0,67.0,0,615,0,"7,345",,,"Bonn, Germany",1818.0,"38,043","4,946",56%,,#227,#89,,DEU,Germany,DE,4659929336890.62,3.406,78.5947494506836,,2025.0,71.6
University of Exeter,https://www.unipage.net/en/661/university_of_exeter,GB,"United Kingdom,Exeter",169.0,172.0,,"7,150","39,325","3,145","43,032",0,"37,736","Exeter, United Kingdom",1955.0,"24,858","8,320",54%,,#169,#172,,GBR,United Kingdom,GB,3643834188782.91,4.111,80.4987716674805,,2025.0,69.3
Case Western Reserve University,https://www.unipage.net/en/424/case_western_reserve_university,US,"United States,Cleveland",259.0,159.0,151.0,"61,567","61,567","38,990","38,990",,,"Cleveland, United States",1826.0,"12,111","2,295",50%,27%,#259,#159,#43,USA,United States,US,29184890000000.0,4.106,79.361930847168,,2025.0,70.2
